customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1613-62703,Male,0,No,No,28,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),25.96,763.18,No
2872-68810,Male,1,Yes,No,43,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),22.48,928.99,No
8723-96111,Male,0,No,No,27,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),37.73,1082.51,No
8189-95343,Female,0,No,No,13,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,89.5,1271.23,No
6386-95977,Male,0,No,No,34,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,99.64,3345.37,No
7942-97114,Female,0,Yes,Yes,27,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,61.98,1726.68,No
9759-21117,Male,0,Yes,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),44.69,2007.67,No
1244-13665,Female,0,No,No,45,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,71.25,3229.48,No
1020-54390,Female,0,No,Yes,39,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,85.06,3346.93,No
9585-84884,Male,0,Yes,Yes,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),38.36,1960.91,No
6767-73887,Male,0,Yes,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,73.96,2536.52,No
4515-58266,Female,0,Yes,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),113.09,1312.63,Yes
2910-65541,Female,0,No,No,33,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),92.81,3001.4,No
9481-74802,Female,0,No,Yes,23,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Electronic check,31.18,737.54,No
6882-17882,Male,0,No,Yes,14,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,113.89,1707.86,Yes
9552-80825,Male,0,Yes,Yes,40,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),80.55,3186.74,No
9076-23910,Female,0,Yes,Yes,11,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,79.61,891.67,No
2622-50566,Female,0,Yes,Yes,26,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,80.23,2185.5,No
5314-73073,Female,0,No,No,34,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,40.63,1391.05,No
3453-46176,Male,0,No,Yes,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),70.92,1319.2,Yes
3015-93081,Female,0,No,Yes,23,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),55.23,1231.67,Yes
3800-40289,Female,0,No,No,41,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),29.48,1176.02,No
9772-60411,Female,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,80.41,1482.55,No
7752-79626,Male,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),61.04,2406.17,No
8453-25362,Male,0,Yes,Yes,18,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),32.28,656.82,Yes
3853-97610,Male,0,Yes,Yes,49,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,39.95,2024.25,No
3236-23783,Male,0,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),41.44,596.21,No
5176-54162,Female,0,No,Yes,49,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),77.22,3758.67,No
3155-45749,Female,1,Yes,Yes,28,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,38.11,1093.6,No
6698-13554,Female,0,Yes,No,37,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,85.34,3153.22,No
7829-68568,Male,1,No,No,18,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,39.33,735.02,Yes
9537-28773,Male,1,Yes,No,20,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,105.78,2212.24,No
2886-83694,Male,0,No,Yes,42,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),104.99,4403.62,No
7471-76550,Female,0,No,Yes,37,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),77.06,2739.46,No
9746-56295,Female,0,No,No,17,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),53.94,912.76,Yes
4770-40331,Female,0,Yes,No,25,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,88.52,2213.45,No
9391-55640,Female,0,No,No,37,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,28.51,1112.51,No
3940-74877,Male,1,Yes,Yes,19,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),78.07,1491.39,No
4490-56969,Female,0,Yes,No,42,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,57.58,2388.54,No
8899-52986,Male,0,No,No,29,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.83,3181.71,No
1306-17585,Male,0,Yes,No,13,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Mailed check,63.45,824.2,Yes
4075-14122,Female,0,Yes,Yes,29,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),75.42,2189.32,No
2656-26838,Female,0,Yes,Yes,13,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,69.08,861.75,Yes
8244-27301,Female,0,No,No,24,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),39.09,1015.62,No
7611-33107,Male,0,Yes,No,40,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,72.28,2886.5,No
7322-67357,Male,1,No,Yes,27,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.72,2165.11,No
3692-98161,Female,0,Yes,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),32.26,1535.55,No
2764-65211,Male,0,Yes,No,27,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),97.8,2629.52,No
1275-76025,Male,1,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,91.28,1040.95,Yes
6271-76520,Male,0,No,No,21,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),82.12,1664.87,No
8331-27344,Female,0,Yes,No,32,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,47.51,1466.64,No
6025-67202,Male,0,Yes,Yes,34,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,63.56,2130.34,No
5050-24959,Female,0,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),24.57,1000.83,No
9080-48751,Female,0,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,92.06,1317.96,No
4460-11869,Female,0,No,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),104.13,2089.96,Yes
4835-54264,Female,0,No,No,15,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),118.4,1759.47,Yes
5278-40268,Female,1,Yes,Yes,28,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),81.47,2259.61,No
2844-94564,Male,0,No,No,38,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,8.0,322.53,No
1071-49606,Female,0,No,No,20,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,44.51,883.57,No
8386-23550,Male,0,No,Yes,27,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,75.8,2059.29,No
7862-15702,Male,0,Yes,No,37,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),77.36,2843.88,No
8340-88563,Male,0,No,Yes,32,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,29.83,997.03,No
8635-71745,Male,0,Yes,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,36.64,734.33,No
2043-34459,Female,1,Yes,No,19,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),55.84,988.98,No
4042-66782,Male,0,No,No,20,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),84.07,1607.5,No
1814-97822,Female,0,Yes,Yes,24,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,51.39,1312.84,No
6622-16032,Male,0,No,No,16,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),114.35,1857.5,Yes
8332-11825,Male,0,Yes,No,25,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),40.38,1040.31,No
1309-87090,Female,0,No,No,20,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),70.0,1386.59,Yes
7661-58101,Male,0,Yes,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,21.59,785.61,No
5227-70109,Female,0,Yes,Yes,39,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,49.94,1811.26,No
2877-22470,Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),30.95,564.3,No
3486-13770,Female,0,Yes,No,26,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),56.22,1324.52,No
7886-37268,Female,0,Yes,Yes,46,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),21.34,936.71,No
5835-10029,Male,1,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,33.47,403.11,Yes
1794-40083,Female,0,No,Yes,43,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,78.09,3347.39,No
7786-18958,Male,0,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,60.37,2160.09,No
5014-18806,Male,0,No,Yes,41,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,62.32,2593.87,No
8392-42162,Male,0,No,No,20,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),90.51,1845.2,Yes
6353-84732,Female,0,Yes,Yes,24,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,45.49,1100.05,No
4407-44889,Female,0,No,No,37,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Mailed check,25.65,976.16,No
1974-37702,Male,0,No,Yes,16,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),86.77,1426.53,No
5237-45777,Male,0,Yes,Yes,35,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),39.76,1352.88,No
8248-62971,Male,0,Yes,No,44,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),28.44,1256.1,No
5369-17739,Female,0,Yes,No,28,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),54.71,1526.05,No
9050-34599,Male,1,Yes,Yes,32,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Mailed check,58.91,1834.11,No
1464-46827,Male,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.29,633.19,No
6327-86821,Male,0,Yes,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,89.5,4119.53,No
6415-78446,Male,0,Yes,No,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),73.77,2738.75,No
9115-90210,Female,0,Yes,No,43,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,24.93,1110.69,No
1287-93890,Male,0,Yes,Yes,31,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,86.63,2730.32,No
4195-33039,Male,0,No,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),34.12,1013.7,No
2992-54929,Female,0,Yes,No,28,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,107.06,3058.79,No
8450-53884,Male,0,Yes,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),32.47,1168.44,No
3925-35146,Female,0,No,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),24.66,691.42,No
2120-55819,Male,0,No,No,20,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),11.93,226.14,Yes
6310-93162,Female,0,No,No,17,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,85.45,1449.89,Yes
1446-92632,Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,66.1,1813.27,No
7627-41308,Female,0,Yes,Yes,51,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),43.47,2227.1,No
3896-23054,Female,0,Yes,No,42,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,104.09,4353.4,No
1721-89606,Male,1,No,Yes,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),30.78,1137.92,No
3163-62018,Male,0,Yes,Yes,49,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),44.04,2189.23,No
4980-36250,Male,0,Yes,No,30,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,56.76,1628.13,No
5502-24413,Female,0,No,No,38,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),63.29,2283.19,No
2725-87391,Male,0,No,No,33,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,23.38,700.39,No
9885-48921,Male,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,35.7,474.75,Yes
4413-81123,Male,1,Yes,Yes,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,61.76,2190.89,No
1494-84363,Male,0,Yes,No,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,27.6,962.77,No
1947-35785,Male,0,No,No,34,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),63.89,2128.02,No
1022-66865,Male,0,No,Yes,19,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,61.57,1137.56,Yes
2128-16861,Female,0,No,No,27,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,41.58,1104.27,No
1557-86340,Female,0,Yes,No,32,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),14.71,473.4,No
4730-23979,Female,0,No,No,27,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),85.56,2260.21,No
6341-76833,Male,1,Yes,Yes,28,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,75.45,2114.62,No
7998-10357,Female,0,No,Yes,34,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),49.44,1669.07,No
8182-57201,Male,0,No,No,37,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,54.92,2069.38,No
8034-64254,Female,0,Yes,Yes,29,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),69.53,2126.16,No
2656-92160,Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Mailed check,30.18,1879.65,No
5173-20796,Male,0,No,Yes,40,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,87.49,3431.05,No
6441-33238,Female,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),113.0,1339.9,Yes
9998-60978,Female,0,No,Yes,48,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),96.64,4699.04,No
4312-50883,Male,1,Yes,No,29,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,56.15,1487.19,No
9645-95478,Female,1,No,Yes,31,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),92.51,2850.15,No
3324-79396,Male,0,Yes,No,13,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),51.28,671.57,Yes
6595-14447,Male,0,Yes,No,25,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),105.73,2660.78,Yes
6984-30523,Female,0,No,Yes,38,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,53.57,2019.28,No
3511-74079,Female,0,No,Yes,19,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,40.76,828.33,No
1362-74823,Female,1,Yes,No,49,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,47.57,2412.03,No
4454-59289,Male,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,29.86,1581.1,No
3798-14849,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Electronic check,64.3,1565.45,Yes
5620-34718,Female,1,No,No,40,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,10.91,433.16,No
4255-97862,Female,0,Yes,Yes,31,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,33.6,1138.66,No
2217-83002,Female,0,No,Yes,19,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,115.03,2208.12,Yes
2485-70977,Male,0,No,No,10,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),49.6,507.86,Yes
6349-98325,Female,0,No,No,17,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),94.24,1594.75,Yes
8195-37135,Male,0,No,No,36,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),53.95,1962.84,No
8750-40262,Male,0,Yes,No,31,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,53.13,1628.85,No
7079-99971,Female,0,Yes,Yes,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),60.92,2435.43,No
9035-44787,Male,0,No,Yes,36,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),17.63,666.19,No
2507-25689,Female,0,Yes,No,28,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,54.59,1575.99,No
2003-49860,Female,0,No,Yes,32,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,70.86,2338.31,No
7403-60344,Male,0,No,No,49,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),31.8,1539.19,No
1925-77891,Male,1,Yes,No,49,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),5.33,139.38,No
9275-61658,Female,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),89.41,1365.21,Yes
7583-75869,Female,0,No,No,35,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,63.76,2326.23,No
4927-45330,Male,0,No,Yes,35,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,41.84,1357.59,No
1985-90312,Male,0,No,No,38,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),38.74,1569.46,No
5231-70064,Female,0,Yes,No,23,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,53.05,1213.66,No
6302-37014,Male,0,No,No,30,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),47.62,1411.75,No
6291-44563,Female,0,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,50.6,656.73,Yes
1908-25270,Female,0,No,No,38,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,90.22,3558.98,No
6051-41279,Female,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),56.35,559.5,Yes
3586-13657,Female,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,62.61,508.59,Yes
2331-99422,Male,0,Yes,No,14,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,94.1,1350.28,No
7851-78773,Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),41.35,1010.01,No
2806-11027,Male,0,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,3.7,169.7,No
1805-24199,Male,0,No,No,24,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,40.87,927.9,No
5147-54954,Female,0,No,Yes,24,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),41.73,963.21,No
1071-89317,Male,0,Yes,No,16,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),75.86,1252.67,Yes
1027-25120,Female,0,Yes,No,22,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,66.99,1558.95,No
9660-66812,Female,0,Yes,No,43,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),74.21,3215.41,No
4983-99825,Male,0,No,No,13,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,32.85,398.08,No
9955-15983,Female,1,No,No,41,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),57.32,2322.28,No
8055-76629,Male,0,Yes,Yes,35,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,27.06,943.71,No
7690-80325,Male,0,No,Yes,11,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,66.27,697.25,Yes
4832-12912,Male,0,Yes,No,33,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),81.38,2563.14,No
1559-57879,Male,0,No,No,37,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),56.47,2116.04,No
8957-31873,Female,1,No,No,33,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),32.25,1031.4,No
4831-24332,Female,0,No,No,47,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),54.98,2546.56,No
8344-26564,Female,1,Yes,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),70.22,3629.06,No
6171-87795,Female,1,Yes,No,32,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,30.78,895.09,No
1078-30526,Male,0,Yes,No,13,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),74.52,922.62,Yes
